ID,label,description,,
43010731,2,British Doctor .  Scientist .  Lover of Travel & German. Editing medical/scientific writing at:  http://t.co/fovCTRdtxd . #BDS #saveournhs #jezwecan #juniordoctors,,
359646785,3,Dentist in Academia; Public Health .  and Entrepreneurship Enthusiast Ø¹Ø§Ø¨Ø¯ Ø¨Ù† Ø­Ù…ÙˆØ¯ Ø§Ù„Ø¨Ø¯Ø±ØŒ Ø·Ø¨ÙŠØ¨ Ø£Ø³Ù†Ø§Ù† Ø£ÙƒØ§Ø¯ÙŠÙ…ÙŠØŒ Ù…Ù‡ØªÙ… Ø¨Ø§Ù„ØµØ­Ø© Ø§Ù„Ø¹Ø§Ù…Ø© ÙˆØ±ÙŠØ§Ø¯Ø© Ø§Ù„Ø£Ø¹Ù…Ø§Ù„,,
605858205,5,Clinical and sports nutrition,,
36055899,8,~ memes ~ ffxiv ~ doggos ~ makeup ~ geek stuff ~ med student ~ the inevitable heat decay of the universe ~,,
2771512876,1,Psychiatric nurse practitioner who blogs and loves purple.,,
244252159,5,The Center for Health & Nutrition provides help for obesity and its side effects. Lead by weight loss specialists .  Anthony Auriemma and Elizabeth Oâ€™Malley.,,
346352607,2,your future doctor,,
266309719,1,Nurse Specialist .  PhD student,,
1912080566,8,Medical revision specialists - helping medical students get through the MRCP exams. Tweets from Katrina,,
37080727,1,Nurse practitioner .  bearer of al degree .  acupuncture student .  mother .  gardener .  photographer .  knitter .  smartass,,
385482598,5,Integrative Medicine .  Naturopathy .  CISSN. . Pain therapy .  PRP/prolo .  Prevention. . Body comp .  Nutrition .  Optimal performance.  . Workplace Health . https://t.co/jFRXNEPebT,,
617746073,5,UNC Greensboro Alumni - Master in Public Health & Master in Nutrition Student at LU - Statistical Analyst at Cone,,
263954099,1,Nurse & CHW,,
299575364,5,Colegio Oficial de Dietistas-Nutricionistas de la Comunitat Valenciana . Luchando por una sociedad mÃ¡s saludable y por la inclusiÃ³n del #DN en la Sanidad PÃºblica,,
1652610535,2,Monthly medical journal for specialists and physicians published by Media24. Content is original .  concise and current - just what the doctors ordered! #Medical,,
129304508,2,I am a specialist Obstetrician doctor in Sydney Australia. My goal is to provide my patients with personalised .  friendly and top quality pregnancy care,,
113458704,5,Naturopathic ; Competitive distance runner; focusing on: sports .  prolotherapy .  hormonal health .  nutrigenomics .  MTHFR,,
278028771,1,proudly a professional NURSE,,
282052048,5,Welcome to the Nutritional Immunology RIS. We hope to use this account to update our members with news and info related to our RIS goals.,,
931948658,5,Performance nutritionist. Learn how food can burn fat .  build muscle .  nourish your brain and prevent disease. Follow. Discover. Thrive.,,
2413585608,2,Q by Daniel Ray .  Fu Nobel Laureate  India President .  Doctoral Natl Scholar stud DLitt Fr-Prof Danlish DLitt DPhil DPSc D Fellowship D School D Expression D Says,,
459570180,5,Dietista-Nutricionista+ Tecnico Laboratorio diagnostico Clinico .  a por nuevos retos,,
705076556,2,Doctorpage improves healthcare access across Asia by providing a platform enabling users to find and book appointments with their doctor in a few clicks.,,
255722266,5,farmaceutica y nutricionista.LA NUTRICION Y CUIDADO COSMETICO COMO MEDIO,,
56555203,2,Largest private physician group in North Central Florida with experienced doctors in 25+ specialties. Follow for #healthtips .  #medicalnews and more! ðŸ¥,,
15147250,2,Cosmetic and Anti-Ageing doctor. . Helping people to look and feel their best.,,
4812742153,2,medical doctor .  art lover .  photographer .  #ffthinking #pakkodok #obrolancinta IG @ff_february,,
304709743,1,Registered Nurse . a daughter of 20 who is my energy. I live life day by day. I prefer the simple things in life. So happy. Single.,,
627782178,5,M a nutritionist practicing in Mumbai.,,
142477218,4,AHS is a leading pharmacy staffing company specializing in relief and permanent placement for pharmacists and pharmacies throughout the U.S.   877-309-3546,,
26736979,1,Wife .  Mom .  Grandmom .  Nurse .  I enjoy art .  music .  and cooking!,,
9.22E+17,5,I'm Didi .  Registered Dietitian .  blogger/vlogger .  freelance health-writer .  food lover and appreciator of evidence-based nutrition information.,,
773931649,5,Registered Associate Nutritionist .  MSc BSc(Hons),,
349122501,5,Ask a Dietitian for good nutrition!,,
39024769,1,Founder/CEO of Accessible Healthcare Instituteâ„¢ | Host of The Nurse Practitioner Showâ„¢ @YourAHIorg | Podcast Producer | Healthcare Blogger,,
268191903,5,New E-Services for A Dietary Approach to the Elderly - Nutrition as the key to Age Healthy (without cardiovascular & gut microbiota disorders .  oxydative stress),,
52966454,1,Columbia University School of Nursing/New York Presbyterian #healthservicesresearch #comanagement #burnout #NursePractitioner Tweets are my own,,
9.76E+17,5,Studying Kinesiology and Nutrition @ASU.  If you want to become healthier: eat .   lift .  and STAY HEALTH INFORMED,,
331157734,4,Pharmacist,,
480880346,3,The #Library provides services & resources in support of the #Texas A&M University College of #Dentistry and Baylor Scott & White #Healthâ€“North #TAMU #bswhealth,,
501968736,1,We provide Continuing Education to Nurses and s in BEAUTIFUL Branson . MO! http://t.co/k2h4msz9cK .  . Reserve your Course TODAY!,,
120660716,5,Hello from a wife & mother whose family's health & safety are 1st priority. Let's chat about health .  nutrition .  dieting .  energy .  life & whatever comes to mind!,,
26408179,1,I am a Registered Nurse . CLNC  .  I love research .  forensics .  analyzing .  esoteric .  alternative therapies and EVANESCENCE !!!,,
571688411,2,Daily dose of medicine for doctors .  medical students and everyone !!!,,
89693850,4,å²¡å±±ã®ç—…é™¢ã§è–¬å‰¤å¸«ã‚’ã—ã¦ã„ã¾ã™ã€‚2012å¹´3æœˆã¾ã§ã¯è‡¨åºŠç ”ç©¶ã‚³ãƒ¼ãƒ‡ã‚£ãƒãƒ¼ã‚¿ãƒ¼ã¨ã—ã¦ä¸»ã«æŠ—ãŒã‚“å‰¤ã®æ²»é¨“ã«é–¢ã‚ã£ã¦ã„ã¾ã—ãŸã€‚ä»Šã¯ã€oncology pharmacistç›®æŒ‡ã—ã¦å¥®é—˜ä¸­ã€‚æ™´ã‚Œã®å›½åœ¨ä½ã€‚è‹±ä¼šè©±å‹‰å¼·ä¸­ã€‚,,
152816160,5,Dietitian .  healthy eating/lifestyle blogger. Author of 3 books on pregnancy and child nutrition. Latest book: Eating Expectantly-4th ed. https://t.co/u7IVVYCG8J,,
543536194,2,Buddhadental hospital is established since 1995 by doctor amal kishore. Its first branch is situated at kanti factory road mahatma gandhi nagar patna 800020 it,,
45638459,1,Health2Goâ„¢ phone app is your portable health resource. Created by a mom and former nurse to help parents keep their kids healthy.,,
455460224,8,1st year medical student at PCOM,,
303324070,1,Nurse. Music junkie. Self-proclaimed left handed detector. Professional napper.,,
106961603,2,Ex doctor .  future star,,
86036051,7,Specialized Cosmetic s offering cosmetic injectables .  laser treatments and paramedical skin treatments with over 20 yrs expertise.,,
4780434984,1,RUHS Medical Center is a teaching #hospital that provides training for s .  nurses .  pharmacists & allied #health professionals.,,
287885809,5,TERRIO EDGE offers physical & speech therapy .  plus sports training & nutrition services with a registered dietitian. http://t.co/KGmpvu9Tat,,
619433498,5,NutriÃ³loga Janet Feijoo,,
105064350,1,Wife & Mom of 5. Advanced Practice Nurse. Nurse Leader. Fuelled by Faith .  Hope & Love #NursesWhoTweet #YON2020 #NursesSpeakUp,,
1873124912,2,Presidio Insurance specializes in medical professional liability and business insurance for Physicians .  Doctors .  & Healthcare Professionals. Independant Broker.,,
701467354,4,Consultant Clinical Pharmacist (Internal Medicine & Neurology) .  Head of Clinical Pharmacy @PSMMCâ™ï¸,,
747256759,5,Mommy .  Anesthesiologist .  A4M Fellow .  Nutritionist EXPERT in: Anti-Aging snd Hormone Balance .  Nutritional Healing .  Disease Reversal .  Weight Loss .  Fitness,,
2749687938,2,MDNews is the premier local market .  business & practice management publication for #doctors and #physicians in the Miami area. Powered by @TrueNorthCustom,,
4124794394,2,Doctor.,,
459516656,2,Doctor at Samaraaâ€™ general hospital,,
35689294,2,Health Orlando .  is an Online Health Magazine in Orlando. Orlando Dentist Directory .  Orlando Doctor Directory .  Health Tips Orlando .  Dieting Tips Orlando . ,,
2309352763,5,Created life twice .  ASU-Undergrad Dietetic Student; field-work experience with AZ Mayo Clinic RD; & in Nutrition Wellness Programs (P. V. School District-AZ),,
236854797,4,Harold E. Cohen .  https://t.co/xQFX2lIRLD. .  BPh .  BS is a graduate of Rutgers College of Pharmacy and former Publisher & Editor-in-Chief of U.S. Pharmacist .,,
233997777,2,Husband .  father .  doctor .  dreamer .  traveller .  triathlete. An Emergency Medicine enthusiast and ultrasound lover looking for the meaning of his life. #FOAMed,,
1103830742,1,ICU nurse & VAD coordynator & ECMO enthusiast in Warsaw .  cardiovascular perfusion science student,,
35871669,6,Librarian .  Anthropologist .  Technologist .  and Photography Lover,,
440108168,1,Nurse Practitioner/Consultant,,
369571654,8,Enigma.Aspiring Geek.Idea lover.Creative Dreamer.Amateur Photographer.Medical student . -A mind stretched by an idea cannot return to it's previous dimensions.,,
1707513439,1,We are nursing employment specialists .  based in Dublin. Are you a nurse .  looking for work in Ireland? Contact me at mbaker@headhuntinternational.com,,
7.51E+17,1,Known for being a social butterfly and enjoy helping others. I am a critical care nurse .  mom & wife...now a student again!,,
9.09E+17,1,A #professional #healthcare #nurse #consultant company .  who identifies problems in #senior & #patient #care & develops solutions .  specializing in #longtermcare.,,
158910852,2,Doctor en medicina egresado del Instituto TecnolÃ³gico de Santo Domingo (Intec). Optimista y emprendedor.,,
2407545524,5,Fitness .  Health & Lifestyle Specialist... Nutritional .  Fitness & weight loss Advice & Coaching - Corporate & Educational Training & workshops. DM for more info.,,
303248992,5,Specialist allergy .  vegan and veggie website offering restaurant reviews .  nutritional consultations and allergy advice.,,
122460052,2,Paul J. Fenyves .  MD is a Primary Care doctor with Weill Cornell Medicine.  He is interested in using digital technology to make healthcare more accessible.,,
175125896,2,Enfermero. Doctor en Ciencias Biosociosanitarias por la U.I.B. Padre y enamorado. RN .  MSc & Ph.D.,,
3238958027,1,My job title might be that of a nurse .  but its who I am as a person. Advocating for the safety of not only patients .  but nurses as well.,,
8.87E+17,2,Vascular and Interventional Radiologist .  The Ohio State University Wexner Medical Center. #IRad @OSURadiology Doctor by day & doctor by night. Tweets are my own,,
1015461343,2,DIVINE DOCTOR;SPIRITUAL SCIENTIST .  . We Scan Human Body for All Diseases by *Neuro-Spiritual Brain*  GOD Blessed Signals.  .  . Only Name/Address/Ph#Required,,
9.23E+17,8,Med student and lover of terrible jokes. Fondness for football .  food .  films and video games,,
422099291,7,Paramedic about town.. trying this blog thing.,,
134142290,2,Medico .  amante de la ciencia y el deporte .  asi como de compartir ideas y opiniones. .  . (lm a doctor .  science and sports lover. Like to share ideas and opinions ).,,
1241856691,5,Fast becoming the go-to site with news on health .  nutrition .  wellness and lifestyle. Informative and evidence based tips and advice.,,
3271699885,5,Whatever your health .  fitness and nutritional goals .  Sun Nutrients supplies some of the finest products to assist you.,,
128640547,2,Barranquillera de â™¥..I'm Medical Student FUSM âœ® Doctors aren't gods .  we're only God's tools | who loves Arts â€¢ Live â€¢ Laugh,,
1.15E+18,2,WePrescribe provides Hawaii with remote access to local doctors for safe .  fast & easy prescriptions & visits. REMOTE COVID-19 TESTING & SCREENING AVAILABLE NOW,,
2321969816,2,Doctor|EMS provider|,,
462357313,5,Research in metabolism .  nutrition .  and exercise - from children to elderly.,,
161876451,2,Family doctor in Houston .  Texas.  Interested in healthcare policy and improving access to healthcare. Any and all opinions expressed are my own.,,
537205643,5,Twitter oficial del Portal http://t.co/tBYLPeMue4 Donde encontrara tips de salud .  nutriciÃ³n .  dieta .  ejercicio .  belleza .  amor y sobre todo sexo.,,
2905139599,5,Aimil Amyron Nutritional Syrup provides you all the vitamins necessary for your body. Increases Haemoglobin .  Red Blood Cells & Platelet count,,
1639487168,5,#NAME?,,
97075534,1,Co-founder of BE beauty & wellness .  nurse injector & oncology RN .  mama of 2 .  #ppd #ppa warrior. Lover of life & lifelong learning. My tweets are my own.,,
96549745,1,Nurse . Writer . Poet with interests in property rights .  fighting MS .  gardening and documenting my https://t.co/A3OdbktTPN DM please.,,
7.20E+17,5,ðŸ‡ºðŸ‡¸Certified Holistic Nutritionist . Founder@detoxpri . ðŸ’»Digital Meal Plans . ðŸ†Award Winner . ðŸ’ªFitness Influencer . #eatingformindbodyandsoul . DMðŸ‘‰ðŸ“§detoxpri@gmail.com,,
322236647,3,A team of specialist dentists who provide expert care in the area of dental implants .  cosmetic reconstructions .  root canal treatments and children's dentistry.,,
196219829,2,I am a doctor,,
2225576750,2,Doctor of Acupuncture & Eastern Medicine. Krav Maga Instructor. Life Enthusiast.,,
904117387,2,MDHearingAid offers affordable hearing aids for everyone. Our hearing aids are doctor-designed .  audiologist tested .  and FDA registered.,,
332929175,1,I'm a Mother .  Nurse (Clinical .  Education .  and Leadership) and Entrepreneur.#Alwaystaytruetofaithandself! & #Successwillcome!,,
116363792,1,#Nurse ~20yr .  BSN RN CEN 6+States . ER/Trauma/ICU/CCU/PEDS Future #NP Wifeâ¤ï¸4Kids3ðŸ¶1ðŸ±VP #SM @Hirenurses ðŸ‘€on @DrOz #SMYS #NurseChampion @thenursebuzz #pinksocks,,
572357534,2,#DoctortobeðŸ‘¨â€âš•ï¸ #MBBS@LNH&MC #LovePoerty #Sc@ahmednadeem88 #insta@ahmednadeem726,,
1.20E+18,8,Medical student | Agla alumni | Sells wristwatches | optimist | AFCâš½,,
209990905,1,Lecturer and PhD Candidate at UniS. Research area zinc nutrition/perinatal mental health. Registered Mental Health Nurse .  Nutritional Therapist and Naturopath.,,
276457089,2,The University of #Louisville School of #PublicHealth & Information Sciences offers several academic programs including bachelor's .  master's & doctoral degrees.,,
138366988,5,The Health-Nut Corner is tweeted by a Registered Dietitian with a  passion for consumer nutrition education. All tweets will be as reliable as possible.,,
262320470,4,Intelligence is the ability to adapt to change - Stephen Hawking. #clinical_pharmacist #kfu,,
2647127032,1,Nurse Writer | Clinical Manager .  Vanderbilt Medical Center,,
486895564,2,CMO of @DoctorEvidence and The Qure. Internist .  Hospitalist.  I am the Avatar of Evidence. #ShowmetheEvidence. Tweets r my own.,,
2740624684,5,Do It Yourself Fitness; tweets & retweets of tips and tricks to stay healthy .  fit & primed. Nutrition and workout tips. Fitness made easy.,,
204748499,4,Infectious diseases Clinical Pharmacist . Drug therapy expert .  providing UptoDate information #IDTwitter and #COVID19 .  KAMC @NGHAnews #OpenSafely,,
211379450,2,Exciting opportunities for Doctors .   Practitioners .  & More! We create solutions for Healthcare organizations to drive operational performance.,,
3063070147,5,NutriÃ³loga ðŸ¥¦ðŸŒ½ðŸ¥‘ðŸƒ . Y de todo un poco desde que soy mamÃ¡ðŸ’“,,
2589933536,2,Doctora en Medicina. HematÃ³loga,,
8.84E+17,2,Future doctor âš•â¤ðŸ”œâ€¢,,
3248227399,5,Yes Health helps people #preventdiabetes and lose weight with all-mobile programs featuring in-the-moment coaching from a team of nutrition and fitness experts.,,
809312564,2,Experienced medical doctor & Hospital Manager. Always respects diversity of opinions & cultures. Loves mountains & medical practice to serve ailing humanity.,,
396325137,5,Homeopath .  OTA .  PTA.   Online  Nutritional Assessments.  (Check out my website).   Two fantastic kids.,,
272329893,1,Perfect uniforms .  Healthcare .  Catering .  Workwear.nurses tunics .  school uniforms .  protective wear.,,
2246262414,8,VP .  Research @ https://t.co/2YqZtXS3Bb | Urology Research Fellow @NYAMNYC | Biostatician @MountSinaiNYC | Med Student | MPH .  MBA .  MSc | Alumnus @StonyBrookU,,
150076701,2,The latest thyroid news .  information .  & resources for doctors & patients.,,
393347284,2,Dr Paul Hrkal is a Naturopathic Doctor that practices in Mississauga and Vaughan. He also is a medical advisor for Advanced Orthomolecular Research (AOR).,,
465062831,1,I am a registered nurse with a wound care certification .  and will be done with a Masters in Nursing education in Feb. from University of Phoenix. Work at CHC.,,
67893379,5,Interested in health .  wellness .  nutrition .  education & random things!  English & Spanish. . My spanish blog: http://t.co/8jwUZAqhvQ,,
1191385711,2,Doctor Alkindy Teaching Hospital / Allways there is a plan B / lets make a good life,,
963548407,2,Medical Doctor (M.D.),,
1705839752,5,To market my own knowledge as well as gain nutritional knowledge/insight from others.,,
3666591563,1,Local Nurses Providing Compassionate .  Quality Care to Our Community. 24 Hour On-Call Availability,,
377266057,1,Snarky new nurse who doesn't eat her youngâ€¦she IS the young.,,
74156750,2,Doctor /studied at Raichur institute of medical sciences Karnataka ðŸ‡®ðŸ‡³/loves cricket films music/foodie/loves travelling/not a supporter of any political party,,
480701996,1,A unifying voice for #NursePractitioners statewide .  working for and alongside its members to advance the profession and bridge health care needs.,,
576321256,5,*PICP Strength Coach Level 1-2. .  *Abvance Training Tecnniques.  . *Strength Training.  . *Online Coach.  . *Training Coach Workoutrd. .  *Nutrition Consultant Online.,,
17377224,2,Family Doctor .  bicycle commuter .  patient engagement innovator,,
25718274,1,So you know what we nurses do...,,
24713691,1,Blessed by God.  Wife .  Mother .  Computer Nerd .  Registered Nurse.,,
104314632,5,NutriciÃ³n y DietÃ©tica UCV. Altruista. Fundadora y Directora Creativa de @AJnutrinfantil. Directora General de @mxsnutricion. Voluntaria @fundaensalud,,
545276809,8,Official Account of UDS SMHS's Medical Students' Association. Retweets are not endorsements. Instagram: udsmsa,,
1.11E+18,8,Medical student at University College of medical sciences .  New Delhi .  India.,,
1257620378,2,Medical Doctor and Healthcare Practitioner. .  . Followings .  Followers .  Links .  Replies .  Tweets & Retweets â‰  Endorsements or Approvals! .  . BhÄrata Mata Ki Jai...,,
196693107,1,MamÃ¡ de Santino ðŸ‘©â€ðŸ‘¦Prof. Lic. en EnfermerÃ­a .  Doula ðŸ¤°y Puericultora. Lactation consultant IBCLC ðŸ¤±ðŸ¼Nurse Informatics ðŸ‘©ðŸ¼â€ðŸ’» en hospital italiano de Bs As.,,
3003817825,2,Doctor,,
75058647,5,Nutricionista-Dietista/ Dietitian /HerbÃ³loga/Deportista,,
397493659,6,Technologist,,
3235547449,2,Medical Doctor,,
1.04E+18,5,â€œQue la comida sea tu alimento y el alimento sea tu medicina.â€ -HipÃ³crates. // Futura estudiante de NutriciÃ³n.,,
22979039,5,Registered Dietitian; Nutritional Analysis Expert .   Social Media Consultant; Food Journalist; Mom of UCP poster child; author-Menu Solutions; lost 91lbs,,
989212974,5,Enzyme Nutrition Specialist @TECEnzymes. Contact me at cassandra@tecenzymes.com,,
1.01E+18,2,Doctor .  OBGYN .  Dreamer .  Reader .  Learner.,,
563369969,5,Nutrition Strategistâ€¢Authorâ€¢Speaker . Specializing In~ Marketing~ Nutrition Education~Grant Writing~Program Development,,
97418120,4,#IDPharmacist .  #BCIDP .  #ABXsteward .  #ASP .  #Antibiotika .  #Apotheker .  #AMS .  #AMR .  #BBpin22D52592 .  #Lifeisbeautiful,,
41297648,1,Techy Nurse Professor,,
155852990,8,medical student Ø§Ù…ÙŠâ¤ï¸Ø§Ø¨ÙŠâ¤ï¸ https://t.co/Nsy5Tt3TNd,,
2734004712,4,Iam a clinical pharmacist . ÙƒØ±Ø¨Ù„Ø§Ø¡ Ù…Ø¯ÙŠÙ†ØªÙŠ ÙˆØ§Ù„Ø­Ø³ÙŠÙ† Ø§Ù…Ø§Ù…ÙŠ,,
453701798,5,Unidad de NutriciÃ³n que busca Cambiar Organizadamente la Manera de Alimentarnos para poder mantener un Ã³ptimo estado de salud. Creado por @aat80,,
721011310,1,Mother .  Nurse .  Bulldog Lover,,
70884410,5,Follow me @tarahaelle Cover vaccines .  pediatrics .  prenatal .  sleep .  mental health .  nutrition .  parenting. Blog http://t.co/lhlPr85QuW,,
124493129,1,Publisher of nurse practitioner journals .  including the American Journal for Nurse Practitioners and Nurse Practitioner World News.,,
31448003,4,Married to my high school sweetheart .  father of 5 great kids .  independent pharmacist/pharmacy owner . ,,
7.25E+17,1,school nurse at East Jessamine High School. mother to one son. married since 1992,,
172805110,5,GWUSPH. UMD '15 Nutritional Science Email:bewellgreen@gmail.com                            https://t.co/XEZaPOFVnw  Health .  Wellness .  Nutrition,,
66003347,1,My faith and family are the center of my universe. I love making music .  educating the nurses of the future and working hard for the health of the public!,,
3535830741,8,MED STUDENT UMH    . U23 TRIATHLETE . #crownPROathlete @crownsportnutrition,,
309375736,5,NJ Academy of Nutrition & Dietetics (affiliate- Academy of Nutrition & Dietetics). Non-profit professional organization of credentialed nutrition experts in NJ,,
2827865624,5,Registered Dietitian at https://t.co/iYvgdYfdoS   Helping you make meaningful nutrition and lifestyle changes.  .  . Monash FODMAP-trained RD (#IBS),,
2508622212,2,LAADC . (CA) .  APCC .  Anger management-Fellow .  COD-Certified. Doctoral learner-Psychology-Integration of  technology and learning-Psychology,,
2221698855,2,Doctor  .   . Insurance Medical officer  .  ESIC  .  DCBO Jodhpur .,,
177161434,2,United Physicians is Michiganâ€™s largest health management company & provider organization with over 2 . 400 independent doctors practicing in Southeast Michigan.,,
350417930,2,Doctora + amante de la buena comida +  enamorada de mis 2 hermosos sobrinos + disfruto mi tiempo con mis bellos amigos .  mi flia o con una movie fresa!..,,
68199841,4,Venezuelan .  Pharmacist .  RPhT USA .  Living my best life,,
19293862,5,Sports Dietitian. Mom. Scottish-German-Texan. Jayhawk. Views are my own. Instagram: @travellikekarin (foodies) & @Nutrition_at_Play (sports nutrition),,
9.27E+17,8,5th year medical student .  portsaid university -fompu- â˜º .  . mansourah,,
1624181881,4,Pharmacist. .  . Copywriter.  .  . SEO expert. .  . A Professional Resume and Cover letter writer. .  .  .  .  . Email: Farintosegun@gmail.com . Linkedin: https://t.co/bh801abSWDâ€¦,,
290648979,2,simple man  . like simplicity and do not like to deal with sophisticated  . i am so attracted to our greatests prophet mohamaed(Øµ)ØŒholds doctorate in chemistry . ,,
2244379880,4,A neighborhood pharmacy owned by pharmacists Saad & Raied Dinno. Acton Pharmacy offers a full range of prescriptions & compounded medications.,,
8249562,4,Pharmacist. Insistir .  resistir y nunca desistir.,,
754956475,5,I'm a personal trainer and a student of nutrition. My goal is to provide you with facts .  tips and guidelines about fat loss .  the safest way possible.,,
2277916710,2,Doctor,,
9.51E+17,5,Courtney Marsh â€¢ Arizona State University â€¢ Nutrition (Dietetics) student,,
43320532,2,doctor of medicine and a friend of Jesus Christ.,,
112920291,1,Registered Nurse with a BS in Advertising as well. Avid reader .  nerd .  mother .  wife .  slow runner. Floridian for now. She/Her,,
279334446,3,Book.Confirm.Go!  and Dentist Appointments Online.,,
299979805,5,Clinical Herbalist and Nutrition Counselor in Los Angeles. Just a girl focused on living a healthy and authentic life and inspiring others to do same!,,
820857278,1,Registered Nurse. Global Citizen. Arnold Chiari Malformation & Syringomyelia Survivor. Dreamer.,,
2699215884,1,Nurse Case Managers at your service to provide coordinated access to the resources and services necessary to meet your individual healthcare needs.,,
1556400313,5,Health & Wellness blog focused on bringing you the most current & credible nutritional .  environmental & medical news.,,
338023939,8,She/Her/Hers.  . Researcher .  medical student @PennStHershey. Focused on #pulmonaryfibrosis. { Other account: @letterloveblog },,
102563752,4,I work for a CRO. Developing new drugs. I had worked for a pharmacist for 4years. CRA/cancer/chemotherapy/paliativecare/CHD/Pso/Pain,,
528940999,2,Enterprise team @Zocdoc formerly @DeloitteHealth @Penn @HuntsmanProgram wrote poems @excelanoproject ðŸ‡®ðŸ‡³ðŸ‡±ðŸ‡°ðŸ‡¨ðŸ‡¦ dna shared with @doctortinlizzy,,
148960280,1,NOC Nurse .  Jane of all trades.,,
26108734,2,Arrayit Corporation is a world leader in microarray technology empowering researchers and doctors in the life sciences .  wellness and healthcare testing markets.,,
250862122,5,Healthy Diet Habits - Practical tips on Emotional & Mindless Eating .  #Nutrition .  #Health #Recipes #food #fitness #weightloss #cooking #diet #dieting,,
525106606,1,mom to 2 awesome boys  & family nurse practitioner,,
3091417701,5,Pursuit of #HealthyLiving: #Nutrition #Wellness #Exercise #Protein #Carbs #Fiber #Enzymes #Vitamins #Minerals #Juicing #OrganicFoods #Environment #NavyVet,,
3424157063,3,Dentist,,
2376039061,2,24hour Physiciansâ„¢ is a convenient way for you to talk to a doctor without waiting for an appointment or making an office visit. Like us on Facebook/Instagram!,,
569905448,7,Paramedic student and Father . enjoys Diy around the house assisted by my wife and two small children.MUFC supporter.,,
1101231090,2,Muslimah.. Doctor.. Alumnus of Al-Zaytun International School (Fortuned) and MAN Kupang ..Always wanna make my parents proud of me.. ^_^,,
58942490,5,WellnessCenter - NutriciÃ³n. BieneStar para Mente .  Cuerpo y Alma. MÃ¡s info en  . info@livelifenutrition.net 3106786009 â˜Ž 466 1777 Carrera 14 # 100 -19,,
767668129,1,All things nurse and student nurse. From pre-entrance help to state board questions.  With help from ...nurses.,,
303490320,2,Pre-Physican Assistant at Penn College of Technology  .  .  .  . The Best Doctor and Nutritionist in the world is yourself,,
157199150,5,A program of @FoodAdvocatesTN offering fresh nutritious produce across Nashville communities.,,
108119538,1,Nurse .  Teacher .  Carer .  Parent and exercise guru (NOT!) â€œThe closest thing to being cared for is to care for someone else.â€ All tweets are personal views only,,
382832420,5,Nutrition and Nutritional Epidemiology Section at Rush. A team of researchers dedicated to identifying dietary and lifestyle factors to optimize healthy aging.,,
1218360092,5,Todo lo que quieras saber sobre nutriciÃ³n . plantas . belleza y salud!Compartimos informaciÃ³n Ãºtil y comprensible para todos!!;) http://t.co/ZW5TSnC2Ky Â¿Te apuntas?,,
248602794,2,Doctor ðŸ‘¨ðŸ»â€âš•ï¸,,
1.21E+18,2,ðŸŒ¡ï¸ðŸ§¬ðŸ’‰DOCTORðŸ©ºðŸ”¬ðŸ§«,,
408008676,2,NacÃ­ .  crecÃ­ .  medio me mal desarrollÃ© y aÃºn no me reproduzco. MÃ©dico Cirujano .  profesor .  aficionado de la ciencia .  scout .  artista marcial. Quiero ser Doctor,,
1623939516,2,Believer .  Husband .  Dad .  Doctor .  Author .  Sports Fan. May tweet on topics related to any of the above. Also @wdmccomb_author,,
1612889310,2,We provide our clients with the essential roles of a Family Doctor!,,
103868805,2,I am homoeopathic doctor and living in my loving country PAKISTAN. Love to everyone and hate to none.,,
19572829,1,Swim Mom .  birth and postpartum doula .  health educator .  registered nurse...'nuff said...,,
989690791,2,tweeting trending & interesting findings in medicine *Medical Doctor Student * Evidence-Based Medicine * Education,,
54937119,1,60 something retired nurse/vet tech. armchair activist for human & animal rights. Eclectic interests.,,
3290129654,1,SeeThe NP provides evidence based medical and wellness education which is developed by Nurse Practitioners.,,
68298248,2,Doctor. Tenor. Friend to kitties.,,
1109855982,1,Network with Nurses and Allied Health Professionals interested in relocating their careers.,,
2607184586,4, .  .  . Actions speak louder than wordS .  .  .  . Pharm.D .  Pharmacist,,
9.32E+17,2,Scientist turned Doctor. Musician and choir nerd. Coffee drinker.#NSMC Faculty. . 'If at first the idea is not absurd .  then there is no hope for it' Einstein.,,
3253532828,2,Medical Doctor. . NoHo CineFest co-founder.  . Science .  art. Proud Colombian. . English .  Spanish .  Portuguese .  Espanglish .  PortoÃ±ol. . @GustavoProducer lovely wife :),,
17021120,1,Labor and Delivery nurse who's a little naughty on the side! Don't wait to be rescued .  swim Bitch!,,
234064591,5,Naturopathic Family Physician .  practicing in Vancouver .  BC. My current fascinations include food .  nutrition and hormone balancing.,,
181624345,4,pharmacist who loves his job,,
40669686,1,A mother .  a performer . a nurse . a daughter . a friend . a teacher .  a storyteller and a decent human,,
8.61E+17,8,Just a small town girl .  biochem/premed student .  librarian .  mental health advocate ðŸ‘©ðŸ»â€ðŸ« #STEM #Latina #ADHD #RuralMedicine #FamilyMed #HealthLiteracy #NonTrad,,
469235713,5,Fundada en 1925.Abrimos 12h todos los dias del aÃ±o; somos farmacia centinela de la comunidad de Madrid. HomeopatÃ­a . NutriciÃ³n . DermocosmÃ©tica914483737,,
242639424,5,Pharmacist .  Network Marketer .  Nature Lover .  Like to read books on network marketing .  nutrition and motivation.,,
1438278577,2,being doctor .  saving lives''',,
